,seqname,source,feature,start,end,score,strand,frame,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,sub-species,gene,gene_biotype,locus_tag,Parent,product,protein_id,transl_table,Note,description,mobile_element_type,gene_synonym
4826,CP006706.1,Genbank,CDS,2554679,2555833,,-,0,cds-AGU56155.1,NCBI_GP:AGU56155.1,,AGU56155.1,CDS,,,,,,,RSAU_002401,gene-RSAU_002401,aminotransferase%2C putative,AGU56155.1,11,,,,
4827,CP006706.1,Genbank,gene,2556260,2557768,,-,,gene-RSAU_002402,,,crtN,Gene,,,,,crtN,protein_coding,RSAU_002402,,,,,,,,
4828,CP006706.1,Genbank,CDS,2556260,2557768,,-,0,cds-AGU56156.1,NCBI_GP:AGU56156.1,,AGU56156.1,CDS,,,,,crtN,,RSAU_002402,gene-RSAU_002402,Squalene/phytoene synthase,AGU56156.1,11,,,,
4829,CP006706.1,Genbank,gene,2557780,2558643,,-,,gene-RSAU_002403,,,crtM,Gene,,,,,crtM,protein_coding,RSAU_002403,,,,,,,,
4830,CP006706.1,Genbank,CDS,2557780,2558643,,-,0,cds-AGU56157.1,NCBI_GP:AGU56157.1,,AGU56157.1,CDS,,,,,crtM,,RSAU_002403,gene-RSAU_002403,squalene/phytoene synthase,AGU56157.1,11,,,,
4831,CP006706.1,Genbank,gene,2558680,2559807,,-,,gene-RSAU_002404,,,RSAU_002404,Gene,,,,,,protein_coding,RSAU_002404,,,,,,,,
4832,CP006706.1,Genbank,CDS,2558680,2559807,,-,0,cds-AGU56158.1,NCBI_GP:AGU56158.1,,AGU56158.1,CDS,,,,,,,RSAU_002404,gene-RSAU_002404,glycosyl transferase%2C putative,AGU56158.1,11,,,,
4833,CP006706.1,Genbank,gene,2559813,2561306,,-,,gene-RSAU_002405,,,RSAU_002405,Gene,,,,,,protein_coding,RSAU_002405,,,,,,,,
4834,CP006706.1,Genbank,CDS,2559813,2561306,,-,0,cds-AGU56159.1,NCBI_GP:AGU56159.1,,AGU56159.1,CDS,,,,,,,RSAU_002405,gene-RSAU_002405,phytoene dehydrogenase%2C putative,AGU56159.1,11,,,,
4835,CP006706.1,Genbank,gene,2561299,2561787,,-,,gene-RSAU_002406,,,RSAU_002406,Gene,,,,,,protein_coding,RSAU_002406,,,,,,,,
4836,CP006706.1,Genbank,CDS,2561299,2561787,,-,0,cds-AGU56160.1,NCBI_GP:AGU56160.1,,AGU56160.1,CDS,,,,,,,RSAU_002406,gene-RSAU_002406,glycosyl-4%2C4'-diaponeurosporenoate acyltransferase precursor%2C putative,AGU56160.1,11,,,,
4837,CP006706.1,Genbank,gene,2561962,2562729,,-,,gene-RSAU_002407,,,ssaA1,Gene,,,,,ssaA1,protein_coding,RSAU_002407,,,,,,,,
4838,CP006706.1,Genbank,CDS,2561962,2562729,,-,0,cds-AGU56161.1,NCBI_GP:AGU56161.1,,AGU56161.1,CDS,,,,,ssaA1,,RSAU_002407,gene-RSAU_002407,secretory antigen precursor SsaA1%2C putative,AGU56161.1,11,,,,
4839,CP006706.1,Genbank,gene,2563091,2564902,,-,,gene-RSAU_002408,,,RSAU_002408,Gene,,,,,,protein_coding,RSAU_002408,,,,,,,,
4840,CP006706.1,Genbank,CDS,2563091,2564902,,-,0,cds-AGU56162.1,NCBI_GP:AGU56162.1,,AGU56162.1,CDS,,,,,,,RSAU_002408,gene-RSAU_002408,acetyltransferase%2C GNAT family%2C putative,AGU56162.1,11,,,,
4841,CP006706.1,Genbank,gene,2565569,2565895,,-,,gene-RSAU_002409,,,RSAU_002409,Gene,,,,,,protein_coding,RSAU_002409,,,,,,,,
4842,CP006706.1,Genbank,CDS,2565569,2565895,,-,0,cds-AGU56163.1,NCBI_GP:AGU56163.1,,AGU56163.1,CDS,,,,,,,RSAU_002409,gene-RSAU_002409,acetyltransferase%2C putative,AGU56163.1,11,,,,
4843,CP006706.1,Genbank,gene,2566171,2566872,,-,,gene-RSAU_002410,,,isaA,Gene,,,,,isaA,protein_coding,RSAU_002410,,,,,,,,
4844,CP006706.1,Genbank,CDS,2566171,2566872,,-,0,cds-AGU56164.1,NCBI_GP:AGU56164.1,,AGU56164.1,CDS,,,,,isaA,,RSAU_002410,gene-RSAU_002410,immunodominant antigen A (IsaA),AGU56164.1,11,,,,
4845,CP006706.1,Genbank,gene,2567481,2568536,,-,,gene-RSAU_002411,,,RSAU_002411,Gene,,,,,,protein_coding,RSAU_002411,,,,,,,,
4846,CP006706.1,Genbank,CDS,2567481,2568536,,-,0,cds-AGU56165.1,NCBI_GP:AGU56165.1,,AGU56165.1,CDS,,,,,,,RSAU_002411,gene-RSAU_002411,membrane-localized toxin regulator%2C putative,AGU56165.1,11,,,,
4847,CP006706.1,Genbank,gene,2568928,2569515,,+,,gene-RSAU_002412,,,RSAU_002412,Gene,,,,,,protein_coding,RSAU_002412,,,,,,,,
4848,CP006706.1,Genbank,CDS,2568928,2569515,,+,0,cds-AGU56166.1,NCBI_GP:AGU56166.1,,AGU56166.1,CDS,,,,,,,RSAU_002412,gene-RSAU_002412,TetR family regulatory protein,AGU56166.1,11,,,,
4849,CP006706.1,Genbank,gene,2569893,2570213,,+,,gene-RSAU_002413,,,RSAU_002413,Gene,,,,,,protein_coding,RSAU_002413,,,,,,,,
4850,CP006706.1,Genbank,CDS,2569893,2570213,,+,0,cds-AGU56167.1,NCBI_GP:AGU56167.1,,AGU56167.1,CDS,,,,,,,RSAU_002413,gene-RSAU_002413,hypothetical protein,AGU56167.1,11,,,,
4851,CP006706.1,Genbank,gene,2570433,2570663,,+,,gene-RSAU_002414,,,RSAU_002414,Gene,,,,,,protein_coding,RSAU_002414,,,,,,,,
4852,CP006706.1,Genbank,CDS,2570433,2570663,,+,0,cds-AGU56168.1,NCBI_GP:AGU56168.1,,AGU56168.1,CDS,,,,,,,RSAU_002414,gene-RSAU_002414,putative DUF896-containing protein,AGU56168.1,11,,,,
4853,CP006706.1,Genbank,gene,2570826,2571203,,-,,gene-RSAU_002415,,,RSAU_002415,Gene,,,,,,protein_coding,RSAU_002415,,,,,,,,
4854,CP006706.1,Genbank,CDS,2570826,2571203,,-,0,cds-AGU56169.1,NCBI_GP:AGU56169.1,,AGU56169.1,CDS,,,,,,,RSAU_002415,gene-RSAU_002415,glyoxalase family protein,AGU56169.1,11,,,,
4855,CP006706.1,Genbank,gene,2571220,2572041,,-,,gene-RSAU_002416,,,RSAU_002416,Gene,,,,,,protein_coding,RSAU_002416,,,,,,,,
4856,CP006706.1,Genbank,CDS,2571220,2572041,,-,0,cds-AGU56170.1,NCBI_GP:AGU56170.1,,AGU56170.1,CDS,,,,,,,RSAU_002416,gene-RSAU_002416,NmrA-like protein,AGU56170.1,11,,,,
4857,CP006706.1,Genbank,gene,2572060,2572359,,-,,gene-RSAU_002417,,,RSAU_002417,Gene,,,,,,protein_coding,RSAU_002417,,,,,,,,
4858,CP006706.1,Genbank,CDS,2572060,2572359,,-,0,cds-AGU56171.1,NCBI_GP:AGU56171.1,,AGU56171.1,CDS,,,,,,,RSAU_002417,gene-RSAU_002417,putative DUF2316 superfamily protein,AGU56171.1,11,,,,
4859,CP006706.1,Genbank,gene,2572490,2573047,,+,,gene-RSAU_002418,,,RSAU_002418,Gene,,,,,,protein_coding,RSAU_002418,,,,,,,,
4860,CP006706.1,Genbank,CDS,2572490,2573047,,+,0,cds-AGU56172.1,NCBI_GP:AGU56172.1,,AGU56172.1,CDS,,,,,,,RSAU_002418,gene-RSAU_002418,TetR family regulatory protein,AGU56172.1,11,,,,
4861,CP006706.1,Genbank,gene,2573040,2573744,,+,,gene-RSAU_002419,,,RSAU_002419,Gene,,,,,,protein_coding,RSAU_002419,,,,,,,,
4862,CP006706.1,Genbank,CDS,2573040,2573744,,+,0,cds-AGU56173.1,NCBI_GP:AGU56173.1,,AGU56173.1,CDS,,,,,,,RSAU_002419,gene-RSAU_002419,short chain oxidoreductase%2C putative,AGU56173.1,11,,,,
4863,CP006706.1,Genbank,gene,2573842,2574852,,+,,gene-RSAU_002420,,,RSAU_002420,Gene,,,,,,other,RSAU_002420,,,,,frameshift,metallo-dependent amidohydrolase family protein,,
4864,CP006706.1,Genbank,gene,2574872,2575702,,+,,gene-RSAU_002422,,,RSAU_002422,Gene,,,,,,protein_coding,RSAU_002422,,,,,,,,
4865,CP006706.1,Genbank,CDS,2574872,2575702,,+,0,cds-AGU56174.1,NCBI_GP:AGU56174.1,,AGU56174.1,CDS,,,,,,,RSAU_002422,gene-RSAU_002422,hydrolase%2C alpha/beta hydrolase fold family,AGU56174.1,11,,,,
4866,CP006706.1,Genbank,gene,2575849,2576739,,-,,gene-RSAU_002423,,,cobW,Gene,,,,,cobW,protein_coding,RSAU_002423,,,,,,,,
4867,CP006706.1,Genbank,CDS,2575849,2576739,,-,0,cds-AGU56175.1,NCBI_GP:AGU56175.1,,AGU56175.1,CDS,,,,,cobW,,RSAU_002423,gene-RSAU_002423,cobalamin synthesis-related protein CobW,AGU56175.1,11,,,,
4868,CP006706.1,Genbank,gene,2576839,2578185,,-,,gene-RSAU_002424,,,feoB,Gene,,,,,feoB,protein_coding,RSAU_002424,,,,,,,,
4869,CP006706.1,Genbank,CDS,2576839,2578185,,-,0,cds-AGU56176.1,NCBI_GP:AGU56176.1,,AGU56176.1,CDS,,,,,feoB,,RSAU_002424,gene-RSAU_002424,ferrous iron transporter protein B,AGU56176.1,11,,,,
4870,CP006706.1,Genbank,gene,2578173,2579279,,-,,gene-RSAU_002425,,,RSAU_002425,Gene,,,,,,protein_coding,RSAU_002425,,,,,,,,
4871,CP006706.1,Genbank,CDS,2578173,2579279,,-,0,cds-AGU56177.1,NCBI_GP:AGU56177.1,,AGU56177.1,CDS,,,,,,,RSAU_002425,gene-RSAU_002425,monooxygenase%2C putative,AGU56177.1,11,,,,
4872,CP006706.1,Genbank,gene,2579615,2579911,,-,,gene-RSAU_002426,,,RSAU_002426,Gene,,,,,,protein_coding,RSAU_002426,,,,,,,,
4873,CP006706.1,Genbank,CDS,2579615,2579911,,-,0,cds-AGU56178.1,NCBI_GP:AGU56178.1,,AGU56178.1,CDS,,,,,,,RSAU_002426,gene-RSAU_002426,hypothetical protein,AGU56178.1,11,COG4495,,,
4874,CP006706.1,Genbank,gene,2579899,2580267,,-,,gene-RSAU_002427,,,RSAU_002427,Gene,,,,,,protein_coding,RSAU_002427,,,,,,,,
4875,CP006706.1,Genbank,CDS,2579899,2580267,,-,0,cds-AGU56179.1,NCBI_GP:AGU56179.1,,AGU56179.1,CDS,,,,,,,RSAU_002427,gene-RSAU_002427,hypothetical protein,AGU56179.1,11,,,,
4876,CP006706.1,Genbank,gene,2580282,2580560,,-,,gene-RSAU_002428,,,RSAU_002428,Gene,,,,,,protein_coding,RSAU_002428,,,,,,,,
4877,CP006706.1,Genbank,CDS,2580282,2580560,,-,0,cds-AGU56180.1,NCBI_GP:AGU56180.1,,AGU56180.1,CDS,,,,,,,RSAU_002428,gene-RSAU_002428,hypothetical protein,AGU56180.1,11,,,,
4878,CP006706.1,Genbank,gene,2580897,2581763,,-,,gene-RSAU_002429,,,RSAU_002429,Gene,,,,,,protein_coding,RSAU_002429,,,,,,,,
4879,CP006706.1,Genbank,CDS,2580897,2581763,,-,0,cds-AGU56181.1,NCBI_GP:AGU56181.1,,AGU56181.1,CDS,,,,,,,RSAU_002429,gene-RSAU_002429,phosphotransferase enzyme family protein,AGU56181.1,11,,,,
4880,CP006706.1,Genbank,gene,2581981,2583045,,+,,gene-RSAU_002430,,,pyrD,Gene,,,,,pyrD,protein_coding,RSAU_002430,,,,,,,,
4881,CP006706.1,Genbank,CDS,2581981,2583045,,+,0,cds-AGU56182.1,NCBI_GP:AGU56182.1,,AGU56182.1,CDS,,,,,pyrD,,RSAU_002430,gene-RSAU_002430,dihydroorotate dehydrogenase,AGU56182.1,11,,,,
4882,CP006706.1,Genbank,gene,2583200,2583475,,+,,gene-RSAU_002431,,,RSAU_002431,Gene,,,,,,protein_coding,RSAU_002431,,,,,,,,
4883,CP006706.1,Genbank,CDS,2583200,2583475,,+,0,cds-AGU56183.1,NCBI_GP:AGU56183.1,,AGU56183.1,CDS,,,,,,,RSAU_002431,gene-RSAU_002431,hypothetical protein,AGU56183.1,11,,,,
4884,CP006706.1,Genbank,gene,2583661,2584383,,-,,gene-RSAU_002432,,,RSAU_002432,Gene,,,,,,protein_coding,RSAU_002432,,,,,,,,
4885,CP006706.1,Genbank,CDS,2583661,2584383,,-,0,cds-AGU56184.1,NCBI_GP:AGU56184.1,,AGU56184.1,CDS,,,,,,,RSAU_002432,gene-RSAU_002432,adenine nucleotide alpha hydrolases superfamily protein,AGU56184.1,11,,,,
4886,CP006706.1,Genbank,gene,2584739,2585188,,+,,gene-RSAU_002433,,,RSAU_002433,Gene,,,,,,protein_coding,RSAU_002433,,,,,,,,
4887,CP006706.1,Genbank,CDS,2584739,2585188,,+,0,cds-AGU56185.1,NCBI_GP:AGU56185.1,,AGU56185.1,CDS,,,,,,,RSAU_002433,gene-RSAU_002433,PhnB-like protein,AGU56185.1,11,,,,
4888,CP006706.1,Genbank,gene,2585269,2585856,,-,,gene-RSAU_002434,,,RSAU_002434,Gene,,,,,,protein_coding,RSAU_002434,,,,,,,,
4889,CP006706.1,Genbank,CDS,2585269,2585856,,-,0,cds-AGU56186.1,NCBI_GP:AGU56186.1,,AGU56186.1,CDS,,,,,,,RSAU_002434,gene-RSAU_002434,TetR family transcriptional regulator%2C putative,AGU56186.1,11,,,,
4890,CP006706.1,Genbank,gene,2585999,2587681,,+,,gene-RSAU_002435,,,RSAU_002435,Gene,,,,,,protein_coding,RSAU_002435,,,,,,,,
4891,CP006706.1,Genbank,CDS,2585999,2587681,,+,0,cds-AGU56187.1,NCBI_GP:AGU56187.1,,AGU56187.1,CDS,,,,,,,RSAU_002435,gene-RSAU_002435,hydrolase%2C CocE/NonD family,AGU56187.1,11,,,,
4892,CP006706.1,Genbank,gene,2587790,2588434,,-,,gene-RSAU_002436,,,RSAU_002436,Gene,,,,,,protein_coding,RSAU_002436,,,,,,,,
4893,CP006706.1,Genbank,CDS,2587790,2588434,,-,0,cds-AGU56188.1,NCBI_GP:AGU56188.1,,AGU56188.1,CDS,,,,,,,RSAU_002436,gene-RSAU_002436,cell wall anchored protein%2C putative,AGU56188.1,11,,,,
4894,CP006706.1,Genbank,gene,2588441,2589517,,-,,gene-RSAU_002437,,,RSAU_002437,Gene,,,,,,protein_coding,RSAU_002437,,,,,,,,
4895,CP006706.1,Genbank,CDS,2588441,2589517,,-,0,cds-AGU56189.1,NCBI_GP:AGU56189.1,,AGU56189.1,CDS,,,,,,,RSAU_002437,gene-RSAU_002437,Trypsin-like serine protease%2C putative,AGU56189.1,11,,,,
4896,CP006706.1,Genbank,gene,2589860,2590243,,-,,gene-RSAU_002438,,,panD,Gene,,,,,panD,protein_coding,RSAU_002438,,,,,,,,
4897,CP006706.1,Genbank,CDS,2589860,2590243,,-,0,cds-AGU56190.1,NCBI_GP:AGU56190.1,,AGU56190.1,CDS,,,,,panD,,RSAU_002438,gene-RSAU_002438,aspartate alpha-decarboxylase PanD,AGU56190.1,11,,,,
4898,CP006706.1,Genbank,gene,2590245,2591096,,-,,gene-RSAU_002439,,,panC,Gene,,,,,panC,protein_coding,RSAU_002439,,,,,,,,
4899,CP006706.1,Genbank,CDS,2590245,2591096,,-,0,cds-AGU56191.1,NCBI_GP:AGU56191.1,,AGU56191.1,CDS,,,,,panC,,RSAU_002439,gene-RSAU_002439,pantoate--beta-alanine ligase PanC,AGU56191.1,11,,,,
4900,CP006706.1,Genbank,gene,2591089,2591907,,-,,gene-RSAU_002440,,,panB,Gene,,,,,panB,protein_coding,RSAU_002440,,,,,,,,
4901,CP006706.1,Genbank,CDS,2591089,2591907,,-,0,cds-AGU56192.1,NCBI_GP:AGU56192.1,,AGU56192.1,CDS,,,,,panB,,RSAU_002440,gene-RSAU_002440,3-methyl-2-oxobutanoate hydroxymethyltransferase PanB,AGU56192.1,11,,,,
4902,CP006706.1,Genbank,gene,2591980,2592840,,+,,gene-RSAU_002441,,,panE,Gene,,,,,panE,protein_coding,RSAU_002441,,,,,,,,
4903,CP006706.1,Genbank,CDS,2591980,2592840,,+,0,cds-AGU56193.1,NCBI_GP:AGU56193.1,,AGU56193.1,CDS,,,,,panE,,RSAU_002441,gene-RSAU_002441,2-dehydropantoate 2-reductase%2C putative,AGU56193.1,11,,,,
4904,CP006706.1,Genbank,gene,2592926,2593630,,-,,gene-RSAU_002442,,,budA,Gene,,,,,budA,protein_coding,RSAU_002442,,,,,,,,aldB
4905,CP006706.1,Genbank,CDS,2592926,2593630,,-,0,cds-AGU56194.1,NCBI_GP:AGU56194.1,,AGU56194.1,CDS,,,,,budA,,RSAU_002442,gene-RSAU_002442,alpha-acetolactate decarboxylase,AGU56194.1,11,,,,
4906,CP006706.1,Genbank,gene,2593908,2594867,,-,,gene-RSAU_002443,,,ldh2,Gene,,,,,ldh2,protein_coding,RSAU_002443,,,,,,,,
4907,CP006706.1,Genbank,CDS,2593908,2594867,,-,0,cds-AGU56195.1,NCBI_GP:AGU56195.1,,AGU56195.1,CDS,,,,,ldh2,,RSAU_002443,gene-RSAU_002443,L-lactate dehydrogenase Ldh2,AGU56195.1,11,,,,
4908,CP006706.1,Genbank,gene,2595554,2597002,,+,,gene-RSAU_002444,,,RSAU_002444,Gene,,,,,,protein_coding,RSAU_002444,,,,,,,,
4909,CP006706.1,Genbank,CDS,2595554,2597002,,+,0,cds-AGU56196.1,NCBI_GP:AGU56196.1,,AGU56196.1,CDS,,,,,,,RSAU_002444,gene-RSAU_002444,amino acid permease family protein,AGU56196.1,11,,,,
4910,CP006706.1,Genbank,gene,2597081,2598418,,-,,gene-RSAU_002445,,,RSAU_002445,Gene,,,,,,protein_coding,RSAU_002445,,,,,,,,
4911,CP006706.1,Genbank,CDS,2597081,2598418,,-,0,cds-AGU56197.1,NCBI_GP:AGU56197.1,,AGU56197.1,CDS,,,,,,,RSAU_002445,gene-RSAU_002445,4-aminobutyrate aminotransferase%2C putative,AGU56197.1,11,,,,
4912,CP006706.1,Genbank,gene,2598672,2599088,,+,,gene-RSAU_002446,,,RSAU_002446,Gene,,,,,,protein_coding,RSAU_002446,,,,,,,,
4913,CP006706.1,Genbank,CDS,2598672,2599088,,+,0,cds-AGU56198.1,NCBI_GP:AGU56198.1,,AGU56198.1,CDS,,,,,,,RSAU_002446,gene-RSAU_002446,hypothetical protein,AGU56198.1,11,,,,
4914,CP006706.1,Genbank,gene,2599211,2600101,,+,,gene-RSAU_002447,,,fda,Gene,,,,,fda,protein_coding,RSAU_002447,,,,,,,,
4915,CP006706.1,Genbank,CDS,2599211,2600101,,+,0,cds-AGU56199.1,NCBI_GP:AGU56199.1,,AGU56199.1,CDS,,,,,fda,,RSAU_002447,gene-RSAU_002447,fructose-bisphosphate aldolase class 1,AGU56199.1,11,,,,
4916,CP006706.1,Genbank,gene,2600296,2601792,,-,,gene-RSAU_002448,,,mqo2,Gene,,,,,mqo2,protein_coding,RSAU_002448,,,,,,,,
4917,CP006706.1,Genbank,CDS,2600296,2601792,,-,0,cds-AGU56200.1,NCBI_GP:AGU56200.1,,AGU56200.1,CDS,,,,,mqo2,,RSAU_002448,gene-RSAU_002448,malate:quinone oxidoreductase 2,AGU56200.1,11,,,,
4918,CP006706.1,Genbank,gene,2602477,2604096,,-,,gene-RSAU_002449,,,RSAU_002449,Gene,,,,,,protein_coding,RSAU_002449,,,,,,,,
4919,CP006706.1,Genbank,CDS,2602477,2604096,,-,0,cds-AGU56201.1,NCBI_GP:AGU56201.1,,AGU56201.1,CDS,,,,,,,RSAU_002449,gene-RSAU_002449,acetate-CoA ligase%2C AMP-dependent,AGU56201.1,11,,,,
4920,CP006706.1,Genbank,gene,2604269,2604748,,-,,gene-RSAU_002450,,,RSAU_002450,Gene,,,,,,protein_coding,RSAU_002450,,,,,,,,
4921,CP006706.1,Genbank,CDS,2604269,2604748,,-,0,cds-AGU56202.1,NCBI_GP:AGU56202.1,,AGU56202.1,CDS,,,,,,,RSAU_002450,gene-RSAU_002450,antibiotic biosynthesis monooxygenase,AGU56202.1,11,,,,
4922,CP006706.1,Genbank,gene,2604992,2605204,,-,,gene-RSAU_002451,,,RSAU_002451,Gene,,,,,,protein_coding,RSAU_002451,,,,,,,,
4923,CP006706.1,Genbank,CDS,2604992,2605204,,-,0,cds-AGU56203.1,NCBI_GP:AGU56203.1,,AGU56203.1,CDS,,,,,,,RSAU_002451,gene-RSAU_002451,hypothetical protein,AGU56203.1,11,,,,
4924,CP006706.1,Genbank,gene,2605484,2607193,,-,,gene-RSAU_002452,,,cdh,Gene,,,,,cdh,protein_coding,RSAU_002452,,,,,,,,
4925,CP006706.1,Genbank,CDS,2605484,2607193,,-,0,cds-AGU56204.1,NCBI_GP:AGU56204.1,,AGU56204.1,CDS,,,,,cdh,,RSAU_002452,gene-RSAU_002452,choline dehydrogenase CDH,AGU56204.1,11,,,,
4926,CP006706.1,Genbank,gene,2607454,2608944,,-,,gene-RSAU_002453,,,gbsA,Gene,,,,,gbsA,protein_coding,RSAU_002453,,,,,,,,
4927,CP006706.1,Genbank,CDS,2607454,2608944,,-,0,cds-AGU56205.1,NCBI_GP:AGU56205.1,,AGU56205.1,CDS,,,,,gbsA,,RSAU_002453,gene-RSAU_002453,glycine betaine aldehyde dehydrogenase,AGU56205.1,11,,,,
4928,CP006706.1,Genbank,gene,2609197,2609760,,+,,gene-RSAU_002454,,,cudC,Gene,,,,,cudC,protein_coding,RSAU_002454,,,,,,,,
4929,CP006706.1,Genbank,CDS,2609197,2609760,,+,0,cds-AGU56206.1,NCBI_GP:AGU56206.1,,AGU56206.1,CDS,,,,,cudC,,RSAU_002454,gene-RSAU_002454,transcriptional regulator%2C putative,AGU56206.1,11,,,,
4930,CP006706.1,Genbank,gene,2609948,2610634,,-,,gene-RSAU_002455,,,RSAU_002455,Gene,,,,,,protein_coding,RSAU_002455,,,,,,,,
4931,CP006706.1,Genbank,CDS,2609948,2610634,,-,0,cds-AGU56207.1,NCBI_GP:AGU56207.1,,AGU56207.1,CDS,,,,,,,RSAU_002455,gene-RSAU_002455,metallo-beta-lactamase superfamily protein,AGU56207.1,11,,,,
4932,CP006706.1,Genbank,gene,2610898,2612520,,-,,gene-RSAU_002456,,,cudT,Gene,,,,,cudT,protein_coding,RSAU_002456,,,,,,,,
4933,CP006706.1,Genbank,CDS,2610898,2612520,,-,0,cds-AGU56208.1,NCBI_GP:AGU56208.1,,AGU56208.1,CDS,,,,,cudT,,RSAU_002456,gene-RSAU_002456,glycine betaine transporter%2C putative,AGU56208.1,11,,,,
4934,CP006706.1,Genbank,gene,2613039,2613575,,-,,gene-RSAU_002457,,,nrdG,Gene,,,,,nrdG,protein_coding,RSAU_002457,,,,,,,,
4935,CP006706.1,Genbank,CDS,2613039,2613575,,-,0,cds-AGU56209.1,NCBI_GP:AGU56209.1,,AGU56209.1,CDS,,,,,nrdG,,RSAU_002457,gene-RSAU_002457,anaerobic ribonucleotide reductase%2C small chain,AGU56209.1,11,,,,
4936,CP006706.1,Genbank,gene,2613572,2615422,,-,,gene-RSAU_002458,,,nrdD,Gene,,,,,nrdD,protein_coding,RSAU_002458,,,,,,,,
4937,CP006706.1,Genbank,CDS,2613572,2615422,,-,0,cds-AGU56210.1,NCBI_GP:AGU56210.1,,AGU56210.1,CDS,,,,,nrdD,,RSAU_002458,gene-RSAU_002458,anaerobic ribonucleoside triphosphate reductase%2C large chain,AGU56210.1,11,,,,
4938,CP006706.1,Genbank,gene,2615670,2617040,,-,,gene-RSAU_002459,,,RSAU_002459,Gene,,,,,,protein_coding,RSAU_002459,,,,,,,,
4939,CP006706.1,Genbank,CDS,2615670,2617040,,-,0,cds-AGU56211.1,NCBI_GP:AGU56211.1,,AGU56211.1,CDS,,,,,,,RSAU_002459,gene-RSAU_002459,citrate transporter%2C putative,AGU56211.1,11,,,,
4940,CP006706.1,Genbank,gene,2617516,2618121,,-,,gene-RSAU_002460,,,cysG,Gene,,,,,cysG,protein_coding,RSAU_002460,,,,,,,,
4941,CP006706.1,Genbank,CDS,2617516,2618121,,-,0,cds-AGU56212.1,NCBI_GP:AGU56212.1,,AGU56212.1,CDS,,,,,cysG,,RSAU_002460,gene-RSAU_002460,precorrin-2 dehydrogenase,AGU56212.1,11,,,,
4942,CP006706.1,Genbank,gene,2618184,2620064,,-,,gene-RSAU_002461,,,cysJ,Gene,,,,,cysJ,protein_coding,RSAU_002461,,,,,,,,
4943,CP006706.1,Genbank,CDS,2618184,2620064,,-,0,cds-AGU56213.1,NCBI_GP:AGU56213.1,,AGU56213.1,CDS,,,,,cysJ,,RSAU_002461,gene-RSAU_002461,sulfite reductase (NADPH) flavoprotein%2C alpha chain,AGU56213.1,11,,,,
4944,CP006706.1,Genbank,gene,2620460,2620957,,-,,gene-RSAU_002462,,,gpxA,Gene,,,,,gpxA,protein_coding,RSAU_002462,,,,,,,,
4945,CP006706.1,Genbank,CDS,2620460,2620957,,-,0,cds-AGU56214.1,NCBI_GP:AGU56214.1,,AGU56214.1,CDS,,,,,gpxA,,RSAU_002462,gene-RSAU_002462,glutathione peroxidase GpxA,AGU56214.1,11,,,,
4946,CP006706.1,Genbank,gene,2620967,2621227,,-,,gene-RSAU_002463,,,RSAU_002463,Gene,,,,,,protein_coding,RSAU_002463,,,,,,,,
4947,CP006706.1,Genbank,CDS,2620967,2621227,,-,0,cds-AGU56215.1,NCBI_GP:AGU56215.1,,AGU56215.1,CDS,,,,,,,RSAU_002463,gene-RSAU_002463,hypothetical protein,AGU56215.1,11,,,,
4948,CP006706.1,Genbank,gene,2621652,2621765,,-,,gene-RSAU_002464,,,RSAU_002464,Gene,,,,,,protein_coding,RSAU_002464,,,,,,,,
4949,CP006706.1,Genbank,CDS,2621652,2621765,,-,0,cds-AGU56216.1,NCBI_GP:AGU56216.1,,AGU56216.1,CDS,,,,,,,RSAU_002464,gene-RSAU_002464,hypothetical protein,AGU56216.1,11,,,,
4950,CP006706.1,Genbank,gene,2622381,2624381,,-,,gene-RSAU_002465,,,RSAU_002465,Gene,,,,,,protein_coding,RSAU_002465,,,,,,,,
4951,CP006706.1,Genbank,CDS,2622381,2624381,,-,0,cds-AGU56217.1,NCBI_GP:AGU56217.1,,AGU56217.1,CDS,,,,,,,RSAU_002465,gene-RSAU_002465,membrane protein%2C putative,AGU56217.1,11,,,,
4952,CP006706.1,Genbank,gene,2624378,2625133,,-,,gene-RSAU_002466,,,RSAU_002466,Gene,,,,,,protein_coding,RSAU_002466,,,,,,,,
4953,CP006706.1,Genbank,CDS,2624378,2625133,,-,0,cds-AGU56218.1,NCBI_GP:AGU56218.1,,AGU56218.1,CDS,,,,,,,RSAU_002466,gene-RSAU_002466,ABC transporter%2C ATP-binding protein%2C putative,AGU56218.1,11,,,,
4954,CP006706.1,Genbank,gene,2625241,2626128,,-,,gene-RSAU_002467,,,RSAU_002467,Gene,,,,,,protein_coding,RSAU_002467,,,,,,,,
4955,CP006706.1,Genbank,CDS,2625241,2626128,,-,0,cds-AGU56219.1,NCBI_GP:AGU56219.1,,AGU56219.1,CDS,,,,,,,RSAU_002467,gene-RSAU_002467,two-component sensor histidine kinase%2C putative,AGU56219.1,11,,,,
4956,CP006706.1,Genbank,gene,2626139,2626804,,-,,gene-RSAU_002468,,,RSAU_002468,Gene,,,,,,protein_coding,RSAU_002468,,,,,,,,
4957,CP006706.1,Genbank,CDS,2626139,2626804,,-,0,cds-AGU56220.1,NCBI_GP:AGU56220.1,,AGU56220.1,CDS,,,,,,,RSAU_002468,gene-RSAU_002468,two-component sensor response regulator%2C putative,AGU56220.1,11,,,,
